icd10_code,cc_number,hcc_code,cc_label,is_payment_hcc
C519,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C52,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C530,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C531,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C538,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C539,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C540,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C541,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C542,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C543,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C548,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C549,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C55,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C561,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C562,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C563,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C569,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5700,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5701,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5702,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5710,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5711,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5712,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5720,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5721,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C5722,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C573,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C574,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C577,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C578,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C579,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C58,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C600,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C601,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C602,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C608,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C609,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C61,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6200,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6201,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6202,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6210,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6211,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6212,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6290,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6291,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6292,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6300,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6301,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6302,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6310,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6311,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6312,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C632,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C637,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C638,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C639,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C641,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C642,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C649,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C651,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C652,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C659,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C661,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C662,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C669,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C670,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C671,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C672,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C673,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C674,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C675,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C676,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C677,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C678,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C679,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C680,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C681,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C688,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C689,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C6900,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6901,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6902,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6910,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6911,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6912,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6920,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6921,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6922,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6930,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6931,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6932,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6940,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6941,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6942,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6950,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6951,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6952,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6960,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6961,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6962,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6980,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6981,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6982,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6990,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6991,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C6992,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C700,20,HCC20,Lung and Other Severe Cancers,1
C701,20,HCC20,Lung and Other Severe Cancers,1
C709,20,HCC20,Lung and Other Severe Cancers,1
C710,20,HCC20,Lung and Other Severe Cancers,1
C711,20,HCC20,Lung and Other Severe Cancers,1
C712,20,HCC20,Lung and Other Severe Cancers,1
C713,20,HCC20,Lung and Other Severe Cancers,1
C714,20,HCC20,Lung and Other Severe Cancers,1
C715,20,HCC20,Lung and Other Severe Cancers,1
C716,20,HCC20,Lung and Other Severe Cancers,1
C717,20,HCC20,Lung and Other Severe Cancers,1
C718,20,HCC20,Lung and Other Severe Cancers,1
C719,20,HCC20,Lung and Other Severe Cancers,1
C720,20,HCC20,Lung and Other Severe Cancers,1
C721,20,HCC20,Lung and Other Severe Cancers,1
C7220,20,HCC20,Lung and Other Severe Cancers,1
C7221,20,HCC20,Lung and Other Severe Cancers,1
C7222,20,HCC20,Lung and Other Severe Cancers,1
C7230,20,HCC20,Lung and Other Severe Cancers,1
C7231,20,HCC20,Lung and Other Severe Cancers,1
C7232,20,HCC20,Lung and Other Severe Cancers,1
C7240,20,HCC20,Lung and Other Severe Cancers,1
C7241,20,HCC20,Lung and Other Severe Cancers,1
C7242,20,HCC20,Lung and Other Severe Cancers,1
C7250,20,HCC20,Lung and Other Severe Cancers,1
C7259,20,HCC20,Lung and Other Severe Cancers,1
C729,20,HCC20,Lung and Other Severe Cancers,1
C73,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7400,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7401,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7402,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7410,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7411,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7412,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7490,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7491,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C7492,22,HCC22,"Bladder, Colorectal, and Other Cancers",1
C750,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C751,20,HCC20,Lung and Other Severe Cancers,1
C752,20,HCC20,Lung and Other Severe Cancers,1
C753,20,HCC20,Lung and Other Severe Cancers,1
C754,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C755,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C758,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C759,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C760,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C761,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C762,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C763,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7640,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7641,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7642,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7650,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7651,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C7652,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C768,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C770,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C771,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C772,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C773,20,HCC20,Lung and Other Severe Cancers,1
C774,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C775,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C778,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C779,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7800,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7801,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7802,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C781,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C782,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7830,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7839,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C784,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C785,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C786,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C787,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7880,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7889,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7900,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7901,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7902,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7910,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7911,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7919,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C792,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7931,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7932,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7940,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7949,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7951,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7952,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7960,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7961,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7962,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7963,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7970,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7971,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7972,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7981,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7982,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7989,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C799,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C7A00,21,HCC21,Lymphoma and Other Cancers,1
C7A010,21,HCC21,Lymphoma and Other Cancers,1
C7A011,21,HCC21,Lymphoma and Other Cancers,1
C7A012,21,HCC21,Lymphoma and Other Cancers,1
C7A019,21,HCC21,Lymphoma and Other Cancers,1
C7A020,21,HCC21,Lymphoma and Other Cancers,1
C7A021,21,HCC21,Lymphoma and Other Cancers,1
C7A022,21,HCC21,Lymphoma and Other Cancers,1
C7A023,21,HCC21,Lymphoma and Other Cancers,1
C7A024,21,HCC21,Lymphoma and Other Cancers,1
C7A025,21,HCC21,Lymphoma and Other Cancers,1
C7A026,21,HCC21,Lymphoma and Other Cancers,1
C7A029,21,HCC21,Lymphoma and Other Cancers,1
C7A090,21,HCC21,Lymphoma and Other Cancers,1
C7A091,21,HCC21,Lymphoma and Other Cancers,1
C7A092,21,HCC21,Lymphoma and Other Cancers,1
C7A093,21,HCC21,Lymphoma and Other Cancers,1
C7A094,21,HCC21,Lymphoma and Other Cancers,1
C7A095,21,HCC21,Lymphoma and Other Cancers,1
C7A096,21,HCC21,Lymphoma and Other Cancers,1
C7A098,21,HCC21,Lymphoma and Other Cancers,1
C7A1,21,HCC21,Lymphoma and Other Cancers,1
C7A8,21,HCC21,Lymphoma and Other Cancers,1
C7B00,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B01,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B02,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B03,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B04,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B09,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B1,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C7B8,17,HCC17,"Cancer Metastatic to Lung, Liver, Brain, and Other Organs; Acute Myeloid Leukemia Except Promyelocytic",1
C800,18,HCC18,"Cancer Metastatic to Bone, Other and Unspecified Metastatic Cancer; Acute Leukemia Except Myeloid",1
C801,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C802,23,HCC23,"Prostate, Breast, and Other Cancers and Tumors",1
C8100,21,HCC21,Lymphoma and Other Cancers,1
C8101,21,HCC21,Lymphoma and Other Cancers,1
C8102,21,HCC21,Lymphoma and Other Cancers,1
C8103,21,HCC21,Lymphoma and Other Cancers,1
C8104,21,HCC21,Lymphoma and Other Cancers,1
C8105,21,HCC21,Lymphoma and Other Cancers,1
C8106,21,HCC21,Lymphoma and Other Cancers,1
C8107,21,HCC21,Lymphoma and Other Cancers,1
C8108,21,HCC21,Lymphoma and Other Cancers,1
C8109,21,HCC21,Lymphoma and Other Cancers,1
C810A,21,HCC21,Lymphoma and Other Cancers,1
C8110,21,HCC21,Lymphoma and Other Cancers,1
C8111,21,HCC21,Lymphoma and Other Cancers,1
C8112,21,HCC21,Lymphoma and Other Cancers,1
C8113,21,HCC21,Lymphoma and Other Cancers,1
C8114,21,HCC21,Lymphoma and Other Cancers,1
C8115,21,HCC21,Lymphoma and Other Cancers,1
C8116,21,HCC21,Lymphoma and Other Cancers,1
C8117,21,HCC21,Lymphoma and Other Cancers,1
C8118,21,HCC21,Lymphoma and Other Cancers,1
C8119,21,HCC21,Lymphoma and Other Cancers,1
C811A,21,HCC21,Lymphoma and Other Cancers,1
C8120,21,HCC21,Lymphoma and Other Cancers,1
C8121,21,HCC21,Lymphoma and Other Cancers,1
C8122,21,HCC21,Lymphoma and Other Cancers,1
C8123,21,HCC21,Lymphoma and Other Cancers,1
C8124,21,HCC21,Lymphoma and Other Cancers,1
C8125,21,HCC21,Lymphoma and Other Cancers,1
C8126,21,HCC21,Lymphoma and Other Cancers,1
C8127,21,HCC21,Lymphoma and Other Cancers,1
C8128,21,HCC21,Lymphoma and Other Cancers,1
C8129,21,HCC21,Lymphoma and Other Cancers,1
C812A,21,HCC21,Lymphoma and Other Cancers,1
C8130,21,HCC21,Lymphoma and Other Cancers,1
C8131,21,HCC21,Lymphoma and Other Cancers,1
C8132,21,HCC21,Lymphoma and Other Cancers,1
C8133,21,HCC21,Lymphoma and Other Cancers,1
C8134,21,HCC21,Lymphoma and Other Cancers,1
C8135,21,HCC21,Lymphoma and Other Cancers,1
C8136,21,HCC21,Lymphoma and Other Cancers,1
C8137,21,HCC21,Lymphoma and Other Cancers,1
C8138,21,HCC21,Lymphoma and Other Cancers,1
C8139,21,HCC21,Lymphoma and Other Cancers,1
C813A,21,HCC21,Lymphoma and Other Cancers,1
C8140,21,HCC21,Lymphoma and Other Cancers,1
C8141,21,HCC21,Lymphoma and Other Cancers,1
C8142,21,HCC21,Lymphoma and Other Cancers,1
C8143,21,HCC21,Lymphoma and Other Cancers,1
C8144,21,HCC21,Lymphoma and Other Cancers,1
C8145,21,HCC21,Lymphoma and Other Cancers,1
C8146,21,HCC21,Lymphoma and Other Cancers,1
C8147,21,HCC21,Lymphoma and Other Cancers,1
C8148,21,HCC21,Lymphoma and Other Cancers,1
C8149,21,HCC21,Lymphoma and Other Cancers,1
C814A,21,HCC21,Lymphoma and Other Cancers,1
C8170,21,HCC21,Lymphoma and Other Cancers,1
C8171,21,HCC21,Lymphoma and Other Cancers,1
C8172,21,HCC21,Lymphoma and Other Cancers,1
C8173,21,HCC21,Lymphoma and Other Cancers,1
C8174,21,HCC21,Lymphoma and Other Cancers,1
C8175,21,HCC21,Lymphoma and Other Cancers,1
C8176,21,HCC21,Lymphoma and Other Cancers,1
C8177,21,HCC21,Lymphoma and Other Cancers,1
C8178,21,HCC21,Lymphoma and Other Cancers,1
C8179,21,HCC21,Lymphoma and Other Cancers,1
C817A,21,HCC21,Lymphoma and Other Cancers,1
C8190,21,HCC21,Lymphoma and Other Cancers,1
C8191,21,HCC21,Lymphoma and Other Cancers,1
C8192,21,HCC21,Lymphoma and Other Cancers,1
C8193,21,HCC21,Lymphoma and Other Cancers,1
C8194,21,HCC21,Lymphoma and Other Cancers,1
C8195,21,HCC21,Lymphoma and Other Cancers,1
C8196,21,HCC21,Lymphoma and Other Cancers,1
C8197,21,HCC21,Lymphoma and Other Cancers,1
C8198,21,HCC21,Lymphoma and Other Cancers,1
C8199,21,HCC21,Lymphoma and Other Cancers,1
C819A,21,HCC21,Lymphoma and Other Cancers,1
C8200,21,HCC21,Lymphoma and Other Cancers,1
C8201,21,HCC21,Lymphoma and Other Cancers,1
C8202,21,HCC21,Lymphoma and Other Cancers,1
C8203,21,HCC21,Lymphoma and Other Cancers,1
C8204,21,HCC21,Lymphoma and Other Cancers,1
C8205,21,HCC21,Lymphoma and Other Cancers,1
